id,facility_type,name,sido,sigungu,address,doctor_count,lat,lon,useAprDay,strctCdNm,mainPurpsCdNm,totArea,flrNo,fire_station_dist_km,scale_group,distance_group,age_group,road_type,vam_score
1,요양병원,(의)밀성학원의료재단 성모아하브요양병원,경남,김해시,"경상남도 김해시 김해대로 2479-1, (삼정동)",5,35.228120510318206,128.89804210324337,,,,,,0.2753474925892435,미상,근거리 (1km 미만),미상,기타,100
2,요양병원,(의)수의료재단 서청솔요양병원,경남,김해시,"경상남도 김해시 금관대로1084번길 15, (흥동)",7,35.224099649793146,128.8506831654608,20190118,,의료시설,6504.8,0.0,1.2941891878261786,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
3,요양병원,(의)영님의료재단 개금중앙요양병원,부산,부산진구,"부산광역시 부산진구 개금온정로 5, 지하1,지상3층 (개금동, 성원상떼뷰)",6,35.15377865835054,129.02467098302654, ,,공동주택,52685.46,0.0,1.4449282325428763,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,65
4,요양병원,(의)피터의료재단새소망요양병원,부산,부산기장군,"부산광역시 기장군 기장읍 기장해안로 552, (기장읍)",4,35.222808247199666,129.22690366170295,20051230,,제2종근린생활시설,4065.32,0.0,2.0158104763741633,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,65
5,요양병원,(의)현당의료재단 늘봄요양병원,경기,용인수지구,"경기도 용인시 수지구 포은대로59번길 17, 광교복합의료센터,지하1층,1층일부,2층~4층,6층 (상현동)",6,37.30110009552249,127.06580901161504,20200206,,의료시설,14425.88,0.0,1.5924710667988018,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
6,요양병원,(의)환명의료재단 경상남도립김해노인전문병원,경남,김해시,"경상남도 김해시 김해대로 1814-39, (삼계동)",6,35.26161626138929,128.861007370231, ,,의료시설,5440.33,0.0,0.6088986986721929,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),미상,기타,80
7,요양병원,BB요양병원,울산,울산북구,"울산광역시 북구 염포로 353, (양정동)",5,35.55933000340818,129.37804703669872,20170621,,의료시설,4910.35,0.0,2.8262429214379874,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
8,요양병원,SKJ상경원요양병원,경기,여주시,"경기도 여주시 강천면 걸촌동길 33-4, (강천면)",1,37.289019344630994,127.70213567120139, ,, ,0.0,0.0,1.9556310252134579,미상,중거리 (1~3km),미상,기타,65
9,요양병원,가나안요양병원,부산,부산수영구,"부산광역시 수영구 수영로 563-1, 지하1~10층 (광안동)",5,35.15618229354189,129.1123916693225,20190515,,의료시설,5034.0,0.0,0.761588723815051,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
10,요양병원,가야요양병원,충남,천안동남구,"충청남도 천안시 동남구 영성로 7, (영성동, 가야요양병원)",5,36.798959560921645,127.15056494886298,20080428,,의료시설,4034.56,0.0,1.2781193343378905,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
11,요양병원,가야이요양병원,경북,성주군,"경상북도 성주군 성주읍 주산로 183, (성주읍)",4,35.933193326573594,128.3036850597968,20190214,,의료시설,2527.41,0.0,0.12470916821387705,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),신축 (2015년 이후),기타,100
12,요양병원,가온요양병원,인천,인천남동구,"인천광역시 남동구 남동대로 797, 가온 요양병원 (구월동)",7,37.453535854560876,126.70773678473228,20170622,,의료시설,6107175.0,0.0,0.8860962309311783,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
13,요양병원,가은병원,경기,부천소사구,"경기도 부천시 소사구 마니로24번길 43-17, 가은병원(본관, 항암치료센터) (송내동)",12,37.47745331672322,126.76886987916639, ,, ,0.0,0.0,1.1396119490799868,미상,중거리 (1~3km),미상,기타,65
14,요양병원,가족사랑 요양병원,부산,부산진구,"부산광역시 부산진구 새싹로 286, 4~9층 (초읍동)",6,35.1816750782383,129.0472976877193, ,, ,0.0,0.0,1.6694257481424395,미상,중거리 (1~3km),미상,기타,65
15,요양병원,가창파티마요양병원,대구,대구달성군,"대구광역시 달성군 가창면 가창로85길 24-6, (가창면)",5,35.75000781583759,128.6498538319017,20160420,,의료시설,3854.21,0.0,1.3712153537182046,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
16,요양병원,가평산속요양병원,경기,가평군,"경기도 가평군 상면 대보간선로 889, (상면)",2,37.788738964311584,127.40463131114812, ,,교육연구및복지시설,2203.56,0.0,4.59456935830559,중규모 (연면적 1000~3000㎡),원거리 (3km 초과),미상,기타,45
17,요양병원,가평푸른숲요양병원,경기,가평군,"경기도 가평군 상면 물골길 262-23, (상면)",3,37.840835401787515,127.30421276165087, ,,단독주택,7354.08,0.0,4.8456594861338145,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),미상,기타,45
18,요양병원,감꽃요양병원,경북,청도군,"경상북도 청도군 각북면 헐티로 1229, (각북면)",3,35.71437731115679,128.56624436891497, ,,창고시설,196.0,0.0,9.30854996130844,소규모 (연면적 1000㎡ 미만),원거리 (3km 초과),미상,기타,45
19,요양병원,감인의료재단 감인요양병원,충남,당진시,"충청남도 당진시 남부로 140, (채운동)",7,36.88475545632615,126.6319995543479, ,,의료시설,3788.55,0.0,1.2389511834426687,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,80
20,요양병원,감인의료재단 신갈백세요양병원,경기,용인기흥구,"경기도 용인시 기흥구 신정로159번길 60, 신갈백세암요양병원 (신갈동)",0,37.286834104866756,127.09720973833302, ,,의료시설,2626.3,0.0,1.4171526896928435,중규모 (연면적 1000~3000㎡),중거리 (1~3km),미상,기타,80
21,요양병원,감인의료재단 청라백세요양병원,인천,인천서구,"인천광역시 서구 로봇랜드로249번길 14, 청라백세요양병원 (청라동)",5,37.52911213432354,126.61003210568992,20200804,,의료시설,7992.76,0.0,1.5436259168990636,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
22,요양병원,강경효사랑요양병원,충남,논산시,"충청남도 논산시 강경읍 여강로 1294, (강경읍)",0,36.15076513541912,127.0127920848956,20140904,,의료시설,2713.76,0.0,0.9034521242164267,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,80
23,요양병원,강남구립행복요양병원,서울,강남구,"서울특별시 강남구 헌릉로590길 60, (세곡동, 강남구립 행복요양병원)",9,37.46121973845385,127.10330917612924,20140325,,의료시설,18585.22,0.0,1.0806626441166962,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
24,요양병원,강남센트럴요양병원,서울,송파구,"서울특별시 송파구 송이로 156, 태정타워 (가락동)",5,37.49302628736481,127.12461773953618,20111116,,업무시설,1917.37,0.0,1.0686910762623159,중규모 (연면적 1000~3000㎡),중거리 (1~3km),일반 (2000~2015년),기타,65
25,요양병원,강남수요양병원,서울,관악구,"서울특별시 관악구 신림로64길 11, 지1층,2~11층 (신림동, 성재빌딩)",7,37.485182365537554,126.93045463248072,20060809,,제2종근린생활시설,4291.82,0.0,0.7522372824358811,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
26,요양병원,강남요양병원,서울,서초구,"서울특별시 서초구 서초중앙로 197, (반포동)",3,37.49938776600807,127.01208325632834,20031025,,제1종근린생활시설,2450.46,0.0,0.053229439545175124,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,65
27,요양병원,강남요양병원,광주,광주동구,"광주광역시 동구 남문로 622, (소태동)",8,35.1264281853218,126.93160913311823, ,,의료시설,3970.64,0.0,0.7079987002271056,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),미상,기타,80
28,요양병원,강남요양병원,대구,대구동구,"대구광역시 동구 동촌로 207, (방촌동, 강남병원)",5,35.88307177649127,128.6634430209873,20030624,,의료시설,6800.87,0.0,1.4015929970904948,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
29,요양병원,강남요양병원,울산,울산남구,"울산광역시 남구 중앙로 187-1, (신정동)",2,35.53773110214739,129.31271080931867,20090209,,제1종근린생활시설,1954.24,0.0,0.6492360909688576,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,65
30,요양병원,강남제일요양병원,경기,광주시,"경기도 광주시 오포읍 새말길 188, (신현동)",5,37.37454068446025,127.16338115666602, ,, ,0.0,0.0,1.9788505881973981,미상,중거리 (1~3km),미상,기타,65
31,요양병원,강남효요양병원,서울,관악구,"서울특별시 관악구 남부순환로 1704, (봉천동)",6,37.48310423103865,126.93937277052544,20081223,,의료시설,3417.73,0.0,0.34903873823328735,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
32,요양병원,강동미사노블요양병원,경기,하남시,"경기도 하남시 미사대로 472, SR광장프라자 204~208호,3층,4층,5층호 (망월동)",4,37.562216261660396,127.20086498315902,20200226,,의료시설,9990.1825,0.0,1.1410841330383095,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
33,요양병원,강동성모요양병원,서울,강동구,"서울특별시 강동구 올림픽로80길 31, 로뎀빌딩 (천호동)",10,37.54346544343592,127.12717630451675,20050902,,의료시설,8171.81,0.0,0.6531392419753294,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
34,요양병원,강동스마일요양병원,경기,하남시,"경기도 하남시 미사강변대로54번길 70, 산우빌딩 지3, 지1, 1층일부, 2~5층호 (풍산동)",10,37.555786132095626,127.18944890600912,20200507,,의료시설,7385.78,0.0,0.8687025783378589,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
35,요양병원,강동우리들요양병원,서울,강동구,"서울특별시 강동구 구천면로 202, 행복타워빌딩 B2,2,3,4,6층 (천호동)",7,37.54013205879095,127.12708209466967,20080528,,업무시설,8926.23,0.0,0.41037633732801826,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
36,요양병원,강릉연세요양병원,강원,강릉시,"강원특별자치도 강릉시 옥가로 70, (옥천동)",3,37.762234209155814,128.90102337175432,20121031,,의료시설,3384.6,0.0,0.15974017044973762,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
37,요양병원,강림요양병원,부산,부산사상구,"부산광역시 사상구 낙동대로 792, (엄궁동)",9,35.13115725219241,128.97259850362315, ,, ,0.0,0.0,1.878194333676361,미상,중거리 (1~3km),미상,기타,65
38,요양병원,강민의료재단 나누리요양병원,경남,김해시,"경상남도 김해시 진례면 진례로74번길 47, (진례면)",5,35.23957581042531,128.75339528063006, ,,의료시설,5689.53,0.0,0.217208438316265,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),미상,기타,80
39,요양병원,강변요양병원,경기,가평군,"경기도 가평군 가평읍 북한강변로 160, (가평읍)",2,37.74730643812198,127.525986674155,20131002,,교육연구시설,2992.56,0.0,1.9385395512877222,중규모 (연면적 1000~3000㎡),중거리 (1~3km),일반 (2000~2015년),기타,65
40,요양병원,강북성심요양병원,경기,고양덕양구,"경기도 고양시 덕양구 중앙로557번길 7-14, (행신동)",7,37.62269059009316,126.83541307807778,20080416,,의료시설,3212.56,0.0,1.079847598959796,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
41,요양병원,강북연세요양병원,서울,서대문구,"서울특별시 서대문구 성산로 335, (연희동)",5,37.56617809700218,126.92765215689107,20070129,,의료시설,3548.84,0.0,0.8751091300053943,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
42,요양병원,강북요양병원,대구,대구북구,"대구광역시 북구 칠곡중앙대로 504-6, (읍내동)",5,35.94018037395588,128.55086862100768,20060407,,의료시설,2755.79,0.0,0.6907835872988849,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,80
43,요양병원,강북휴요양병원,서울,강북구,"서울특별시 강북구 도봉로 161, 서울컨벤션웨딩홀 (미아동)",5,37.62317438421814,127.02701346055824,20180313,,의료시설,4285.0,0.0,0.36765639967556263,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
44,요양병원,강원특별자치도립 강릉요양병원,강원,강릉시,"강원특별자치도 강릉시 경강로 2009, (남문동)",3,37.74975372596232,128.88950731389633, ,, ,68.8,0.0,0.6893080956331213,소규모 (연면적 1000㎡ 미만),근거리 (1km 미만),미상,기타,65
45,요양병원,강진효요양병원,전남,강진군,"전라남도 강진군 강진읍 해강로 1322-0, (강진읍)",6,34.62310030124725,126.75266114109517, ,,의료시설,4878.51,0.0,3.2993785545355356,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),미상,기타,60
46,요양병원,강화요양병원,인천,인천강화군,"인천광역시 강화군 길상면 강화동로 181, (길상면)",3,37.65542729209767,126.49197062769892,20211118,,의료시설,6473.12,0.0,2.030887929916452,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
47,요양병원,개금길요양병원,부산,부산진구,"부산광역시 부산진구 백양대로 252, 1~7층 (개금동)",5,35.15641898809647,129.0232517138075,20020705,,위험물저장및처리시설,557.47,0.0,1.5595636223415075,소규모 (연면적 1000㎡ 미만),중거리 (1~3km),일반 (2000~2015년),기타,65
48,요양병원,갤러리의아침요양병원,경남,밀양시,"경상남도 밀양시 내이신촌1길 14, (내이동)",3,35.50500060604054,128.73507276243652,20260422,,의료시설,3303.71,0.0,2.2078216978676206,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
49,요양병원,거제요양병원,경남,거제시,"경상남도 거제시 거제대로 2975, (장승포동)",5,34.85986193297883,128.71847870376422,,,,,,1.5976037908078207,미상,중거리 (1~3km),미상,기타,100
50,요양병원,거창군립 노인요양병원,경남,거창군,"경상남도 거창군 거창읍 운정3길 180, (거창읍)",3,35.67610587117281,127.89100398382799, ,,의료시설,2568.14,0.0,2.8941224230663205,중규모 (연면적 1000~3000㎡),중거리 (1~3km),미상,기타,80
51,요양병원,건양요양병원,경북,안동시,"경상북도 안동시 서후면 서선길 167-0, 건양요양병원",5,36.588535805056566,128.65135001387875, ,, ,18.0,0.0,3.2150450407055207,소규모 (연면적 1000㎡ 미만),원거리 (3km 초과),미상,기타,45
52,요양병원,경기도립노인전문 평택병원,경기,평택시,"경기도 평택시 브레인시티로 89, (도일동)",5,37.053988894087325,127.0974300738466, ,, ,18.0,0.0,2.628108889858275,소규모 (연면적 1000㎡ 미만),중거리 (1~3km),미상,기타,65
53,요양병원,경기도립노인전문남양주병원,경기,남양주시,"경기도 남양주시 수동면 외방로172번길 50, (수동면)",7,37.73839394249113,127.30931196357903,,,,,,3.2985548774310027,미상,원거리 (3km 초과),미상,기타,80
54,요양병원,경기도립노인전문동두천병원,경기,동두천시,"경기도 동두천시 탑신로 536, (탑동동)",7,37.90043297690458,127.13626769975158, ,,의료시설,7557.42,0.0,4.199211296855582,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),미상,기타,60
55,요양병원,경기도립노인전문시흥병원,경기,시흥시,"경기도 시흥시 하중로 285, 경기도립 노인전문 시흥병원 (광석동)",7,37.386243151951234,126.80709244939561,20200610,,의료시설,9097.32,0.0,0.5811507792887213,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
56,요양병원,경기도립노인전문여주병원,경기,여주시,"경기도 여주시 북내면 도예로 361-14, 361-14",5,37.32491715142524,127.6691378791518, ,, ,4.65,0.0,0.7460002594794243,소규모 (연면적 1000㎡ 미만),근거리 (1km 미만),미상,기타,65
57,요양병원,경기도립노인전문용인병원,경기,용인기흥구,"경기도 용인시 기흥구 중부대로 940, (상하동)",5,37.249602539300376,127.1538307675873,20121224,,의료시설,1138.785,0.0,3.126122099590871,중규모 (연면적 1000~3000㎡),원거리 (3km 초과),일반 (2000~2015년),기타,60
58,요양병원,경기요양병원,경기,부천원미구,"경기도 부천시 원미구 부천로 44, 지하1층 일부,1층일부,2~4층호 (심곡동)",5,37.488242847726205,126.78395477489254,20080528,,제1종근린생활시설,4439.97,0.0,0.36952212025698,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
59,요양병원,경기웰니스요양병원,경기,양주시,"경기도 양주시 평화로1479번길 45, 경기웰니스요양병원 (덕계동)",7,37.82248760838381,127.04661514817876, ,,의료시설,10236.2,0.0,2.7462628783214256,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,80
60,요양병원,경대재활요양병원,대구,대구서구,"대구광역시 서구 국채보상로 223, 대원빌딩 4~10층 (평리동)",7,35.8708279163814,128.55534508224088,20170823,,제1종근린생활시설,8254.0014,0.0,1.0233649234544149,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,85
61,요양병원,경상남도립양산노인전문병원,경남,양산시,"경상남도 양산시 상북면 양산대로 1870-64, (상북면)",6,35.4294061330072,129.07077984458272,20070611,,의료시설,8831.65,0.0,1.7020781904162778,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
62,요양병원,경상북도립경산노인전문요양병원,경북,경산시,"경상북도 경산시 경안로 23-10,  (상방동)",7,35.80951788958421,128.73921111893415, ,,의료시설,6527.36,0.0,1.0302348673288362,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,80
63,요양병원,경상북도립김천노인전문요양병원,경북,김천시,"경상북도 김천시 어모면 신애길 100-10, (어모면)",6,36.2112467128312,128.05239788248699,20190807,,의료시설,7449.27,0.0,4.600536755586999,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),신축 (2015년 이후),기타,80
64,요양병원,경상북도립안동노인전문요양병원,경북,안동시,"경상북도 안동시 남후면 남일로 1463, (남후면)",10,36.523346726244775,128.68941197228997,20121212,,의료시설,10911.8,0.0,3.951105638439732,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),일반 (2000~2015년),기타,60
65,요양병원,경주시립노인전문요양병원,경북,경주시,"경상북도 경주시 현곡면 충현로 610-120, (현곡면)",6,35.87643492286636,129.16647735849355,20151111,,의료시설,4374.05,0.0,4.557530279423025,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),일반 (2000~2015년),기타,80
66,요양병원,경주요양병원,경북,경주시,"경상북도 경주시 충효구획4길 31-0,  (충효동)",7,35.84736805621901,129.16512226642192,20241113,,의료시설,6019.3,0.0,4.169291087946259,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),신축 (2015년 이후),기타,80
67,요양병원,경희늘푸른노인전문병원,서울,도봉구,"서울특별시 도봉구 시루봉로 137, (방학동)",4,37.66317833247426,127.02740745808535, ,, ,18.0,0.0,1.3734322978909208,소규모 (연면적 1000㎡ 미만),중거리 (1~3km),미상,기타,65
68,요양병원,경희요양병원,부산,부산북구,"부산광역시 북구 만덕대로 106, (덕천동)",4,35.212668771075144,129.01638281836097, ,,의료시설,2174.76,0.0,0.7467298757649518,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),미상,기타,80
69,요양병원,경희요양병원,경남,창원마산합포구,"경상남도 창원시 마산합포구 3·15대로 243, 7~11층 (중앙동3가)",5,35.20001535147534,128.56707744911324,20070706,,업무시설,7742.68,0.0,0.7263425365247008,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
70,요양병원,계룡장수요양병원,충남,계룡시,"충청남도 계룡시 엄사면 향적산길 48-8, (엄사면)",4,36.28611963855121,127.21735259194838, ,,의료시설,2047.03,0.0,1.897749085221552,중규모 (연면적 1000~3000㎡),중거리 (1~3km),미상,기타,80
71,요양병원,고려대련요양병원,경북,포항북구,"경상북도 포항시 북구 흥해읍 새마을로 318-12, (흥해읍)",8,36.046054004798705,129.3306941652863,20250311,,의료시설,8216.59,0.0,1.8945683146566585,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
72,요양병원,고려수재활요양병원,경기,부천원미구,"경기도 부천시 원미구 부일로 504, (심곡동)",7,37.48514699781698,126.7861205613099,20131025,,의료시설,5076.13,0.0,0.6616638546453426,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
73,요양병원,고려요양병원,울산,울산울주군,"울산광역시 울주군 온양읍 온양로 3, (온양읍)",3,35.41600452348435,129.27470727164348,20021024,,의료시설,4328.52,0.0,0.7252623729846183,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
74,요양병원,고령군립요양병원,경북,고령군,"경상북도 고령군 대가야읍 중앙로 31, (대가야읍)",2,35.73028848431372,128.2719576087041,20151123,,의료시설,1289.16,0.0,0.7271718778571353,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,100
75,요양병원,고양센트럴요양병원,경기,고양덕양구,"경기도 고양시 덕양구 중앙로 620, (화정동)",6,37.627205392577864,126.82993322963937, ,,의료시설,4986.65,0.0,1.1139607481782359,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,80
76,요양병원,고은요양병원,인천,인천중구,"인천광역시 중구 연안부두로21번길 11-12, (항동7가)",4,37.45571586423415,126.60504115025574,20181030,,의료시설,5831.48,0.0,1.0043495968005398,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
77,요양병원,고은재활요양병원,대구,대구남구,"대구광역시 남구 현충로 236, 2~6(4층 일부)층 (대명동)",5,35.853675031411896,128.58350462436087,20121015,,의료시설,7106.2,0.0,0.39118678715706084,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
78,요양병원,고흥군공립노인전문요양병원,전남,고흥군,"전라남도 고흥군 고흥읍 고흥로 1941, (고흥읍)",3,34.62237238744791,127.29405837769923,20200427,,의료시설,8750.42,0.0,1.0034288128655235,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
79,요양병원,곡성군립노인전문요양병원,전남,곡성군,"전라남도 곡성군 겸면 곡순로 1756, (겸면)",4,35.25310346486192,127.18426626935872, ,, ,54.0,0.0,4.858135048082965,소규모 (연면적 1000㎡ 미만),원거리 (3km 초과),미상,기타,45
80,요양병원,공립무안군노인전문요양병원,전남,무안군,"전라남도 무안군 무안읍 몽탄로 51-12, (무안읍)",3,34.99326775338824,126.48920615131735,20151117,,의료시설,2741.96,0.0,2.0587629080136614,중규모 (연면적 1000~3000㎡),중거리 (1~3km),일반 (2000~2015년),기타,100
81,요양병원,공주에덴요양병원,충남,공주시,"충청남도 공주시 치미마을길 4, (신관동)",2,36.47539178379817,127.12718923352037,20051215,,의료시설,3536.72,0.0,0.2381407678931852,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
82,요양병원,공주푸르메요양병원,충남,공주시,"충청남도 공주시 태봉위뜸길 25, (태봉동)",5,36.409486207203294,127.08995055579263,20090106,,의료시설,2269.4,0.0,5.718093865104225,중규모 (연면적 1000~3000㎡),원거리 (3km 초과),일반 (2000~2015년),기타,60
83,요양병원,곽요양병원,부산,부산사하구,"부산광역시 사하구 낙동남로 1361, (하단동)",6,35.10662449312363,128.9610094802457,20100118,,의료시설,2926.95,0.0,0.4168120953116384,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,80
84,요양병원,광명효요양병원,경기,광명시,"경기도 광명시 오리로 352, (소하동, 이화프라자)",6,37.43400748974713,126.87965263068236,20111014,,제1종근린생활시설,4197.735,0.0,1.6881549909804365,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,65
85,요양병원,광안더힐요양병원,부산,부산수영구,"부산광역시 수영구 수영로536번길 71, (광안동)",4,35.15269722083936,129.11582352321165,20090306,,의료시설,5445.43,0.0,1.2536896793731105,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
86,요양병원,광안정다운요양병원,부산,부산수영구,"부산광역시 수영구 광안해변로 292, 3~6층 (민락동)",6,35.15605283528488,129.12557355721017, ,,제2종근린생활시설,15944.19,0.0,1.6478841715851138,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,65
87,요양병원,광양시공립노인전문요양병원,전남,광양시,"전라남도 광양시 진등길 91,  (마동)",5,34.9574777233001,127.69010773206804, ,,의료시설,3286.03,0.0,2.0496324041230283,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),미상,기타,80
88,요양병원,광주고려요양병원,광주,광주동구,"광주광역시 동구 구성로 268, (계림동, 고려요양병원)",7,35.15759583055221,126.9196704160603,20090807,,의료시설,4066.12,0.0,0.5426448651347303,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
89,요양병원,광주누가요양병원,광주,광주북구,"광주광역시 북구 유림로 177, (동림동)",6,35.178960604900965,126.86409417412196, ,,의료시설,5012.07,0.0,0.9970586592307829,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),미상,기타,80
90,요양병원,광주보훈요양병원,광주,광주광산구,"광주광역시 광산구 첨단월봉로 99, (산월동)",4,35.208067661571434,126.84965732377299,20090416,,의료시설,44282.96,0.0,1.1567053819311057,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
91,요양병원,광주시립요양병원,광주,광주광산구,"광주광역시 광산구 삼도로 84-3,  (삼거동)",8,35.16291187634073,126.6667725618601,20101221,,의료시설,12296.58,0.0,3.6753105335722798,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),일반 (2000~2015년),기타,60
92,요양병원,광주연세요양병원,광주,광주북구,"광주광역시 북구 동운로 29, (동림동)",6,35.176606073595615,126.86003227391924,20071109,,의료시설,6697.61,0.0,1.4298265110370114,대규모 (연면적 3000㎡ 이상),중거리 (1~3km),일반 (2000~2015년),기타,80
93,요양병원,광주요양병원,광주,광주광산구,"광주광역시 광산구 월계로 173-9, (월계동)",6,35.214399246751924,126.84419435670247, ,, ,0.0,0.0,0.6364486316320342,미상,근거리 (1km 미만),미상,기타,65
94,요양병원,구리한빛요양병원,경기,구리시,"경기도 구리시 검배로 42, 2층,3층~6층 (수택동)",6,37.59750900124715,127.14361529789511,20150612,,의료시설,1640.77,0.0,0.3858261947475481,중규모 (연면적 1000~3000㎡),근거리 (1km 미만),일반 (2000~2015년),기타,100
95,요양병원,구리효요양병원,경기,구리시,"경기도 구리시 동구릉로 56, 영빈웨딩프라자 지하1층, 2층~5층 (인창동)",5,37.60505866868964,127.13407649565308,20111013,,제1종근린생활시설,3681.75,0.0,0.6959958643065528,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
96,요양병원,구미 푸른요양병원,경북,구미시,"경상북도 구미시 장천면 산호대로 1391, (장천면)",3,36.13654315513284,128.48008082392954,20170427,,의료시설,4039.7,0.0,3.647448694480971,대규모 (연면적 3000㎡ 이상),원거리 (3km 초과),신축 (2015년 이후),기타,80
97,요양병원,구미가톨릭요양병원,경북,구미시,"경상북도 구미시 야은로 483,  (도량동)",2,36.134916445463716,128.3355720610781,20160212,,의료시설,5626.57,0.0,0.829185348317283,대규모 (연면적 3000㎡ 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
