id,facility_type,name,sido,sigungu,address,capacity,caregiver_count,lat,lon,useAprDay,strctCdNm,mainPurpsCdNm,totArea,flrNo,fire_station_dist_km,scale_group,distance_group,age_group,road_type,vam_score
1288,요양원,청운노인요양원,,종로구,종로구 비봉길 76 (구기동),38,27,37.61522412515482,126.95454359783241, ,,노유자시설,1181.44,0.0,1.1812392715308253,중규모 (10~49인),중거리 (1~3km),미상,기타,80
1289,요양원,인자인케어센터,,종로구,종로구 평창17길 26 (평창동),42,31,37.61286372818236,126.96666381719875, ,, ,0.0,0.0,0.9320241148552751,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1290,요양원,평창동시니어센터,,종로구,종로구 평창15길 10 (평창동),68,50,37.61061284179556,126.9656866710063, ,, ,0.0,0.0,0.677953451176337,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1291,요양원,아름다운뜰안에 요양원,,종로구,종로구 평창21길 70 (평창동),38,27,37.611536956558965,126.96829612808023,20130613,,노유자시설,899.73,0.0,0.9083306488008328,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1292,요양원,서울여자간호대학교 휴먼캐슬,,종로구,종로구 평창길 318 (평창동),38,27,37.61400721145863,126.97721686705003,20030318,,교육연구및복지시설,869.87,0.0,1.6989843424256197,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1293,요양원,세검정실버홈,,종로구,종로구 평창2길 5 (평창동),23,15,37.60568074758335,126.96369456680976,20050928,,교육연구및복지시설,162.88,0.0,0.24364019720466992,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1294,요양원,해피움시니어스타워 (종로점),,종로구,종로구 홍지문길 29 (홍지동),77,59,37.60202173747861,126.95743081347302,20150724,,노유자시설,2341.55,0.0,0.5139806535112144,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1295,요양원,아름다운재활요양원,,종로구,종로구 평창25길 8 (평창동),58,43,37.61032340271714,126.97456527101332,20230214,,노유자시설,1391.69,0.0,1.3011037936159031,대규모 (50인 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
1296,요양원,남산실버복지센터,,중구,중구 동호로5길 189 (신당동),14,15,37.54682670451823,127.008808719945,,,,,,0.679749855437314,중규모 (10~49인),근거리 (1km 미만),미상,기타,100
1297,요양원,구립중구노인요양센터,,중구,중구 필동로 96 (장충동2가),60,46,37.55334629161845,126.99681595240168,,,,,,0.9272407501093723,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1298,요양원,구립용산노인전문요양원,,용산구,용산구 효창원로93길 51 (효창동),91,65,37.54705141647872,126.9616365940717,,,,,,0.37116538806308896,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1299,요양원,구립한남노인요양원,,용산구,용산구 독서당로 103 (한남동),81,59,37.53563164826696,127.01081848835071,,,,,,1.329829592523857,대규모 (50인 이상),중거리 (1~3km),미상,기타,100
1300,요양원,시립동부노인전문요양센터,,성동구,성동구 마장로23길 12 (홍익동),296,201,37.56773171621384,127.03259676031612, ,, ,0.0,0.0,0.6821360179797696,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1301,요양원,금호노인요양원,,성동구,"성동구 금호로 45 B2,201,301호 (금호동4가)",46,31,37.54752920190596,127.02530493297209,20010310,,공동주택,4159.72,0.0,0.7247744076441157,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1302,요양원,이암요양원,,성동구,"성동구 마장로 125 (상왕십리동, 천리혜성교회 5층,6층)",49,25,37.56810886278423,127.02397601714475,,,,,,0.8247219161934468,중규모 (10~49인),근거리 (1km 미만),미상,기타,100
1303,요양원,송정요양원,,성동구,성동구 고산자로8길 5 (행당동),49,31,37.557567496346124,127.03457035585836,20131112,,제1종근린생활시설,1541.02,0.0,0.49501025938287035,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1304,요양원,광진소규모요양시설,,광진구,광진구 자양로51길 11-25 (구의동),29,19,37.55309648729097,127.09241844125768,20090819,,노유자시설,837.96,0.0,1.0741138069651364,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,80
1305,요양원,광진원광실버센터,,광진구,광진구 아차산로63길 35 (구의동),15,13,37.54096854851578,127.0920144758478,19971030,,근린생활시설,198.73,0.0,0.9138263778830039,중규모 (10~49인),근거리 (1km 미만),노후 (2000년 이전),기타,65
1306,요양원,광진한울촌노인요양시설,,광진구,광진구 군자로 79 (군자동),93,62,37.55017797387208,127.07064647982018, ,,노유자시설,1868.83,0.0,0.5737052635428206,대규모 (50인 이상),근거리 (1km 미만),미상,기타,80
1307,요양원,므두셀라실버타운,,광진구,광진구 능동로 360 (중곡동),39,26,37.561347766991545,127.08209116066408,20140423,,제1종근린생활시설,1781.81,0.0,0.7384916866280585,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1308,요양원,사랑재요양원,,광진구,광진구 자양로 188 (구의동),74,50,37.544303446818375,127.08523719243665,20140805,,노유자시설,1749.42,0.0,0.2202882267482622,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
1309,요양원,워커힐실버타운,,광진구,광진구 워커힐로 93 (구의동),122,84,37.5506621093827,127.09774687422268, ,,노유자시설,15488.26,0.0,1.4611465275147306,대규모 (50인 이상),중거리 (1~3km),미상,기타,80
1310,요양원,워커힐케어센터1,,광진구,"광진구 아차산로 634 6, 7층 (광장동)",78,46,37.54899368415428,127.1082997767183,20100721,,업무시설,8494.08,0.0,1.8747113145553436,대규모 (50인 이상),중거리 (1~3km),일반 (2000~2015년),기타,65
1311,요양원,워커힐케어센터2,,광진구,광진구 아차산로 634 5층 (광장동),39,25,37.54899368415428,127.1082997767183,20100721,,업무시설,8494.08,0.0,1.8747113145553436,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1312,요양원,유자원,,동대문구,동대문구 망우로 82 (휘경동),120,77,37.58719196208479,127.06302852734308, ,, ,36.0,0.0,0.41903674231923743,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1313,요양원,은천요양원,,동대문구,동대문구 장한로27가길 53 (장안동),46,34,37.575505367497,127.07091309728395,20071228,,노유자시설,463.94,0.0,0.8415769315957751,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1314,요양원,은천노인요양센터,,동대문구,동대문구 장한로27가길 66 (장안동),29,20,37.57600818892751,127.07141187805249,,,,,,0.8229287554949744,중규모 (10~49인),근거리 (1km 미만),미상,기타,100
1315,요양원,한사랑실버케어요양원,,동대문구,동대문구 장한로28길 56 (장안동),18,13,37.57265717417761,127.07506817296911,20101013,,제1종근린생활시설,1995.5,0.0,0.42194609516936743,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1316,요양원,시립동대문실버케어센터,,동대문구,동대문구 황물로 12 (답십리동),77,61,37.57583060482121,127.04490772270461,,,,,,0.10860552233704522,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1317,요양원,메디컬요양원,,동대문구,"동대문구 약령시로 124 2, 4~10층 (청량리동)",48,32,37.58294341244563,127.04377404474351, ,,의료시설,2495.62,0.0,0.7567378406086764,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1318,요양원,안암고운너싱홈,,동대문구,동대문구 제기로 8 (제기동),25,20,37.586281318202595,127.03394953708246,20230105,,노유자시설,859.15,0.0,0.9496673784117629,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1319,요양원,A+평화요양원,,중랑구,중랑구 중랑천로 52 (면목동),29,19,37.58990437356426,127.07370357512568,20240213,,노유자시설,783.97,0.0,0.7589483297623718,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1320,요양원,골든시니어케어센터,,중랑구,중랑구 동일로 917-4 (묵동),94,54,37.61239718759024,127.07683454136718,20191202,,노유자시설,2153.63,0.0,0.8132334380917162,대규모 (50인 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
1321,요양원,나눔요양원,,중랑구,중랑구 봉우재로1길 14 (면목동),19,14,37.59012195491721,127.07417606056447,20220922,,노유자시설,445.5,0.0,0.7981636982668264,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1322,요양원,상봉요양원요양센터,,중랑구,중랑구 용마산로 485 (망우동),54,46,37.59447425146826,127.09926606294943,20050308,,제1종근린생활시설,1325.94,0.0,0.3733473157189202,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1323,요양원,서울꽃동네신내 노인요양원,,중랑구,중랑구 신내로 194 (신내동),200,133,37.616294091077755,127.09485932804594,20000701,,교육연구및복지시설,6991.2,0.0,0.08362457485254558,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1324,요양원,서울시립중랑노인전문 요양원,,중랑구,"중랑구 양원역로 38 (망우동, 시립중랑노인전문요양원)",226,159,37.60439956934574,127.10781531473913, ,, ,20.16,0.0,0.975568959358891,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1325,요양원,영지요양원,,중랑구,중랑구 봉우재로 47 (면목동),37,22,37.59097512694273,127.0783392984079,20160819,,노유자시설,934.68,0.0,1.0565161307990956,중규모 (10~49인),중거리 (1~3km),신축 (2015년 이후),기타,100
1326,요양원,유린원광노인요양원,,중랑구,중랑구 신내로 56 (신내동),87,62,37.604409978972726,127.09596251728925, ,,노유자시설,8568.55,0.0,0.8455134392436431,대규모 (50인 이상),근거리 (1km 미만),미상,기타,80
1327,요양원,장원서울요양원,,중랑구,중랑구 용마공원로2길 12 (망우동),48,39,37.594393179412904,127.10013265811868, ,, ,0.0,0.0,0.3667877430051126,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1328,요양원,강북노인전문요양원,,강북구,강북구 삼양로92길 20 (수유동),80,45,37.63653623528107,127.01801887351017,20071018,,노유자시설,2021.04,0.0,0.4972168363495961,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
1329,요양원,강북실버종합복지센터,,강북구,강북구 오패산로 290 (미아동),112,82,37.62707459599609,127.02983165492978,,,,,,0.7938067759748019,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1330,요양원,길재활요양원,,강북구,강북구 인수봉로 225 (수유동),71,54,37.639310778619205,127.01236256423378,20090609,,교육연구시설,1693.5,0.0,0.40454627919293973,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1331,요양원,민영재활요양원,,강북구,"강북구 덕릉로40길 66 3,4층 (번동)",49,18,37.63373175755736,127.03303842654446, ,,제2종근린생활시설,2520.295,0.0,0.3711106937833183,중규모 (10~49인),근거리 (1km 미만),미상,기타,45
1332,요양원,번동자연재활요양원,,강북구,강북구 오현로28길 11 (번동),29,19,37.62784047082736,127.03922003807094,20040401,,교육연구및복지시설,655.93,0.0,0.5796317594576007,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1333,요양원,봄날북한산요양원,,강북구,"강북구 4.19로 77 (수유동, 봄날북한산요양원)",181,115,37.644985849865066,127.00661898130298,20150619,,노유자시설,3005.21,0.0,0.9778380021913309,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1334,요양원,푸른요양원1호점,,강북구,"강북구 도봉로81길 43 지,1,2~4,8층 (수유동)",29,14,37.634858016193576,127.02061858994429,20100607,,노유자시설,1242.15,0.0,0.7557083507529261,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1335,요양원,푸른요양원2호점,,강북구,"강북구 도봉로81길 43 지,1,5~8층 (수유동)",29,15,37.634858016193576,127.02061858994429,20100607,,노유자시설,1242.15,0.0,0.7557083507529261,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1336,요양원,현인요양원,,강북구,강북구 삼각산로 20,29,20,37.63865598107507,127.00673040204205,,,,,,0.894603545682915,중규모 (10~49인),근거리 (1km 미만),미상,기타,100
1337,요양원,도봉실버센터,,도봉구,도봉구 시루봉로 133 (방학동),119,90,37.662933590151766,127.02701390499982, ,, ,21.0,0.0,1.4095420145761646,대규모 (50인 이상),중거리 (1~3km),미상,기타,65
1338,요양원,행복드림요양원,,도봉구,"도봉구 도봉로154길 23 (도봉동, 신성빌딩 2,3층)",25,14,37.67137597832871,127.04542129763453,20081010,,제1종근린생활시설,1493.37,0.0,0.3379505767632723,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1339,요양원,희망요양원,,도봉구,도봉구 덕릉로59길 20 (창동),63,50,37.64072027097958,127.03852457605413, ,, ,0.0,0.0,0.7963240840200557,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1340,요양원,참빛요양센터,,도봉구,"도봉구 도봉로141길 11 (쌍문동, 참빛빌딩)",71,46,37.66152415120008,127.04142247392298,20080618,,제1종근린생활시설,204.24,0.0,0.2840406308405649,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1341,요양원,love사랑맞이요양원,,도봉구,도봉구 마들로 649-20 8층 (방학동),24,18,37.66840344751967,127.04486176328314,20060111,,제1종근린생활시설,6778.08,0.0,0.1589596851879324,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1342,요양원,A+도봉재활요양원,,도봉구,도봉구 도봉로152길 26 6층 (방학동),41,32,37.66921744138651,127.04527673250782,20070116,,제2종근린생활시설,8528.15,0.0,0.1881888528511565,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1343,요양원,다사랑요양원,,도봉구,도봉구 도봉로191길 88-6 (도봉동),58,40,37.690142833309345,127.04060140358834,20150909,,노유자시설,1428.55,0.0,0.267583659997812,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1344,요양원,큰사랑요양원,,도봉구,도봉구 도봉로180길 46 5층 (도봉동),29,21,37.68222529588939,127.04776735118158,20170502,,노유자시설,4874.64,0.0,0.7538274571856256,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1345,요양원,청춘요양원,,도봉구,도봉구 도봉로180길 46 4층 (도봉동),29,19,37.68222529588939,127.04776735118158,20170502,,노유자시설,4874.64,0.0,0.7538274571856256,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1346,요양원,행복요양원,,도봉구,도봉구 도봉로180길 46 2층 (도봉동),29,21,37.68222529588939,127.04776735118158,20170502,,노유자시설,4874.64,0.0,0.7538274571856256,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1347,요양원,미소사랑요양원,,도봉구,도봉구 도봉로180길 46 3층 (도봉동),29,19,37.68222529588939,127.04776735118158,20170502,,노유자시설,4874.64,0.0,0.7538274571856256,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1348,요양원,효심요양원,,도봉구,도봉구 도봉로180길 46 7층 (도봉동),29,21,37.68222529588939,127.04776735118158,20170502,,노유자시설,4874.64,0.0,0.7538274571856256,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1349,요양원,정원실버케어센터,,은평구,경기도 파주시 광탄면 장지산로 200번길 32-83 (광탄면),168,71,37.75450210787902,126.88677963679945,20080717,,노유자시설,7019.3,0.0,3.9143134034713607,대규모 (50인 이상),원거리 (3km 초과),일반 (2000~2015년),기타,60
1350,요양원,정원노인요양원,,은평구,경기도 파주시 광탄면 장지산로 200번길 32-83 (광탄면),112,46,37.75450210787902,126.88677963679945,20080717,,노유자시설,7019.3,0.0,3.9143134034713607,대규모 (50인 이상),원거리 (3km 초과),일반 (2000~2015년),기타,60
1351,요양원,붓다마을,,은평구,은평구 연서로48길 41 (진관동),287,188,37.63927504538097,126.93801135557186,20160519,,노유자시설,8370.07,0.0,1.9194978507070288,대규모 (50인 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
1352,요양원,해피안,,은평구,은평구 연서로15길 27-2 (구산동),21,15,37.61117540831772,126.91360345346823, ,, ,0.0,0.0,0.7346639964009151,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1353,요양원,녹번실버,,은평구,은평구 통일로57길 5-10 (녹번동),13,10,37.6042036308366,126.93398021334878,20070418,,단독주택,294.97,0.0,0.35062231609939354,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1354,요양원,엘림요양원,,은평구,은평구 응암로 348 (녹번동),36,23,37.602184484410586,126.92271402305619,20081107,,노유자시설,686.37,0.0,1.0815593416726599,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,80
1355,요양원,써니요양원,,은평구,은평구 증산로15길 26 (신사동),38,14,37.58967020544172,126.91059065649802, ,,제2종근린생활시설,831.4,0.0,0.7730083127928827,중규모 (10~49인),근거리 (1km 미만),미상,기타,45
1356,요양원,마추미실버케어 응암점,,은평구,은평구 응암로13길 11-7 전층 (응암동),115,76,37.58921911489283,126.9164221466908,20200130,,노유자시설,2697.16,0.0,0.7528370139280828,대규모 (50인 이상),근거리 (1km 미만),신축 (2015년 이후),기타,100
1357,요양원,노블케어스,,은평구,은평구 응암로 353 (녹번동),170,104,37.60275011382241,126.92227284440975,19961127,, ,830.82,0.0,1.0513472290902837,대규모 (50인 이상),중거리 (1~3km),노후 (2000년 이전),기타,65
1358,요양원,노블타운 요양원,,은평구,은평구 서오릉로 35 (녹번동),99,49,37.60391012935557,126.92467319738445,20121123,,노유자시설,2652.82,0.0,0.955565071024403,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,80
1359,요양원,은평요양원,,은평구,은평구 진흥로 47 (역촌동),60,51,37.60149956990527,126.92009411532021,20090106,,제2종근린생활시설,1432.52,0.0,0.9152633202691964,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1360,요양원,수색실버케어,,은평구,은평구 수색로 272-1 (수색동),49,32,37.58312200911652,126.89441735912956,20140127,,제1종근린생활시설,1891.3,0.0,0.4590218448548019,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1361,요양원,은평실버랜드요양원,,은평구,은평구 연서로21길 27-20 (갈현동),43,30,37.61508865684178,126.91422275871216,20040910,,교육연구및복지시설,1027.66,0.0,1.1656447961667573,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1362,요양원,실비아요양원,,은평구,"은평구 증산로15길 35-8 상가11동 (신사동, 101,201,301호)",49,29,37.590029665211915,126.90897072041157,,,,,,0.8606649105314123,중규모 (10~49인),근거리 (1km 미만),미상,기타,100
1363,요양원,갈현효요양원,,은평구,은평구 갈현로 270 1~3층 (갈현동),29,21,37.6210368014647,126.91676292118566, ,,단독주택,494.29,0.0,0.8784323611505206,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1364,요양원,시립은평실버케어센터,,은평구,은평구 수색로 322-3 (수색동),75,49,37.585681995874104,126.89596185964095,,,,,,0.531971442794431,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1365,요양원,중앙소규모요양시설,,서대문구,서대문구 서소문로 43-49 (합동),18,18,37.5609001661952,126.9650259801927,20070201,,노유자시설,587.71,0.0,0.4964816409032417,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1366,요양원,효림노인요양센터,,서대문구,서대문구 경기대로9길 62 (충정로3가),21,16,37.564343192548954,126.96090259172615,20070504,,제2종근린생활시설,1255.25,0.0,0.5480249622137694,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,65
1367,요양원,구립서대문노인전문요 양센터,,서대문구,서대문구 홍지문2길 59 (홍은동),78,56,37.598349347729545,126.95595251612309,,,,,,0.7838019934818488,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1368,요양원,서대문노인복지관요양 센터,,서대문구,서대문구 독립문로8길 57 (천연동),24,16,37.56807216824335,126.95913619669793, ,,교육연구시설,3402.68,0.0,0.7737075682547773,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1369,요양원,홍은노인요양시설,,서대문구,"서대문구 홍은중앙로9길 43 3,4층 (홍은동)",20,13,37.60117233684288,126.94838933647124,20220811,,노유자시설,1334.04,0.0,0.2965043248183601,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,100
1370,요양원,호선실버센터,,강서구,강서구 수명로2길 96 1층 (내발산동),60,41,37.551303655177115,126.82786098026946,20150209,,노유자시설,4155.28,0.0,0.7998419495473464,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1371,요양원,천사노인요양원,,강서구,강서구 강서로45다길 30-22 (화곡동),161,111,37.54668618290607,126.8341114577369,20041011,,교육연구및복지시설,4209.39,0.0,0.9813432478579247,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1372,요양원,시니어스너싱홈,,강서구,"강서구 화곡로68길 102 (등촌동, 서울 시니어스 가양타워)",56,39,37.55696341084224,126.85934330881648, ,, ,487.75,0.0,0.11832875924355593,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1373,요양원,한마음노인전문요양원,,강서구,강서구 초록마을로14길 44 (화곡동),26,13,37.54101025034465,126.84810109000443, ,, ,0.0,0.0,0.3890127049645843,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1374,요양원,봄날서울요양원,,강서구,강서구 양천로1길 100 (방화동),124,78,37.57415770537122,126.80924900843397, ,,의료시설,2945.01,0.0,0.5344228588869293,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1375,요양원,요안나요양원,,강서구,강서구 화곡로 254 (화곡동),87,58,37.54757968964334,126.84627299946695, ,, ,0.0,0.0,0.44468796739130273,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1376,요양원,봄날강서요양원,,강서구,강서구 양천로11길 15-11 1층 (방화동),37,23,37.57387642658261,126.8093422014974,20130822,,노유자시설,1018.67,0.0,0.548560767107279,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1377,요양원,선화요양원,,강서구,강서구 등촌로 183 3층 (등촌동),42,30,37.546253638893205,126.86226370170439,20070626,,업무시설,4871.41,0.0,1.3160088935090684,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1378,요양원,강서사랑요양원,,강서구,강서구 곰달래로 71 (화곡동),56,27,37.53038777571025,126.84082061069337,20151015,,노유자시설,1504.9,0.0,0.7283793727854915,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1379,요양원,참사랑실버케어,,강서구,강서구 까치산로 106 (화곡동),41,29,37.54751196113396,126.84927639224759, ,,업무시설,2540.0,0.0,0.5573841380889888,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1380,요양원,햇살요양원,,강서구,강서구 공항대로41길 34 (등촌동),46,30,37.559282720858235,126.8457144763731, ,,제1종근린생활시설,14255.72,0.0,0.8951591248888727,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1381,요양원,한가람요양원,,강서구,"강서구 등촌로 183 4층,5층 (등촌동)",29,18,37.546253638893205,126.86226370170439,20070626,,업무시설,4871.41,0.0,1.3160088935090684,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1382,요양원,행복마지요양원,,강서구,"강서구 강서로12길 8-8 1,2층 (화곡동, 근상프리즘주상복합아파트)",29,21,37.531265500145444,126.8475400644551,20100712,,공동주택,4854.58,0.0,1.0926658675705856,중규모 (10~49인),중거리 (1~3km),일반 (2000~2015년),기타,65
1383,요양원,늘푸른요양원,,강서구,"강서구 수명로 80 6층, 7, 8층 (내발산동, 베스트프라자)",37,24,37.55322898619761,126.82639265327225, ,,제1종근린생활시설,4674.6,0.0,0.5699324408286807,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1384,요양원,봄날실버센터,,강서구,강서구 금낭화로 39 (방화동),42,30,37.56892791046026,126.81149248433809,20140417,,노유자시설,998.16,0.0,0.9877007136324779,중규모 (10~49인),근거리 (1km 미만),일반 (2000~2015년),기타,80
1385,요양원,백영실버스테이,,강서구,"강서구 금낭화로 135 7층701호 (방화동, 금강프라자)",46,27,37.57751754877435,126.81246763735024, ,,판매시설,14384.26,0.0,0.29133870045678995,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1386,요양원,나오미요양원,,강서구,"강서구 금낭화로 135 8층 (방화동, 금강프라자)",46,25,37.57751754877435,126.81246763735024, ,,판매시설,14384.26,0.0,0.29133870045678995,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1387,요양원,경희요양원,,강서구,"강서구 수명로 74 6층, 9층 (내발산동)",26,18,37.55256046646198,126.82617296064447,20160108,,교육연구시설,3826.59,0.0,0.5962847307949521,중규모 (10~49인),근거리 (1km 미만),신축 (2015년 이후),기타,85
1388,요양원,수명산요양원,,강서구,강서구 수명로2가길 25-16 (내발산동),65,45,37.54782187821367,126.8252448809468,20150911,,노유자시설,1517.0,0.0,0.9754666910614865,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,100
1389,요양원,효도로 노인전문요양원,,구로구,"구로구 경인로 393-7 (고척동, 일이삼전타운2동 (8,9,10층))",170,116,37.49742716544321,126.86306527814705,20060905,,종교시설,29864.29,0.0,0.18911792333162908,대규모 (50인 이상),근거리 (1km 미만),일반 (2000~2015년),기타,65
1390,요양원,미소들실버케어센터,,구로구,구로구 고척로21나길 88-41 (개봉동),75,56,37.50286974794183,126.8411853363228,20180629,,노유자시설,14437.9,0.0,1.0465874517189246,대규모 (50인 이상),중거리 (1~3km),신축 (2015년 이후),기타,100
1391,요양원,서울조은요양원,,금천구,금천구 시흥대로152길 11-43 2층 (독산동),48,32,37.47849611946706,126.90051110551926, ,,업무시설,21067.71,0.0,0.661401047273203,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1392,요양원,청림요양원,,금천구,금천구 범안로21길 8 3층 (독산동),29,7,37.46693751702822,126.89685535481999, ,,제2종근린생활시설,10974.03,0.0,0.16055333487136764,중규모 (10~49인),근거리 (1km 미만),미상,기타,45
1393,요양원,서울특별시립 남부노인전문요양원,,영등포구,경기도 군포시 고산로 589 (산본동),190,136,37.36533892500043,126.92569502114989, ,,교육연구시설,24197.96,0.0,0.348934848753791,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1394,요양원,구립영등포노인케어센터,,영등포구,영등포구 도림로 482 (문래동3가),118,85,37.51691063746463,126.89013144661348,,,,,,1.2207180154936716,대규모 (50인 이상),중거리 (1~3km),미상,기타,100
1395,요양원,청운노인복지센터,,동작구,동작구 국사봉1길 145 (상도동),100,68,37.495721000217905,126.93333584847002, ,, ,0.0,0.0,0.49537169733893355,대규모 (50인 이상),근거리 (1km 미만),미상,기타,65
1396,요양원,동작실버센터,,동작구,동작구 노량진로32길 53 (본동),70,49,37.51161521262688,126.9572113913608,,,,,,0.923730103069549,대규모 (50인 이상),근거리 (1km 미만),미상,기타,100
1397,요양원,나이팅게일 너싱홈,,동작구,"동작구 남부순환로255길 8 101, 301호 (사당동, 장미빌라)",22,15,37.47653839377247,126.97122886341413, ,,공동주택,1024.81,0.0,1.5012349802300828,중규모 (10~49인),중거리 (1~3km),미상,기타,65
1398,요양원,동작요양원,,동작구,동작구 여의대방로22카길 34 (신대방동),39,27,37.496892190967316,126.9255929027625, ,,노유자시설,1336.05,0.0,0.41188946928707576,중규모 (10~49인),근거리 (1km 미만),미상,기타,80
1399,요양원,은미요양원,,동작구,"동작구 상도로68길 1-20 (상도동, 4층, 5층)",23,20,37.4924739626961,126.95601218854208, ,,교육연구시설,3423.9,0.0,0.552626169890238,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
1400,요양원,보라매실버홈,,동작구,"동작구 보라매로5길 51 206호 (신대방동, 롯데타워)",38,26,37.49074453681797,126.92315718213993, ,,업무시설,60190.04,0.0,0.143597616174207,중규모 (10~49인),근거리 (1km 미만),미상,기타,65
